COU,Country,IND,Indicator,SEX,Sex,AGE,Age Group,TIME,Time,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
NOR,Norway,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q3-2020,Q3-2020,PC,Percentage,0,Units,,,3.4,u,Low reliability
NOR,Norway,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q4-2019,Q4-2019,PC,Percentage,0,Units,,,1,,
NOR,Norway,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q1-2020,Q1-2020,PC,Percentage,0,Units,,,1.9,,
NOR,Norway,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q2-2020,Q2-2020,PC,Percentage,0,Units,,,1.1,,
NOR,Norway,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q3-2020,Q3-2020,PC,Percentage,0,Units,,,1.6,,
POL,Poland,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q4-2019,Q4-2019,PC,Percentage,0,Units,,,61.5,,
POL,Poland,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q1-2020,Q1-2020,PC,Percentage,0,Units,,,62.6,,
POL,Poland,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q2-2020,Q2-2020,PC,Percentage,0,Units,,,63.1,,
POL,Poland,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q3-2020,Q3-2020,PC,Percentage,0,Units,,,63.8,,
POL,Poland,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q4-2019,Q4-2019,PC,Percentage,0,Units,,,39.1,,
POL,Poland,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q1-2020,Q1-2020,PC,Percentage,0,Units,,,39.3,,
POL,Poland,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q2-2020,Q2-2020,PC,Percentage,0,Units,,,39.8,,
POL,Poland,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q3-2020,Q3-2020,PC,Percentage,0,Units,,,42.1,,
POL,Poland,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q4-2019,Q4-2019,PC,Percentage,0,Units,,,2.4,,
POL,Poland,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q1-2020,Q1-2020,PC,Percentage,0,Units,,,2.4,,
POL,Poland,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q2-2020,Q2-2020,PC,Percentage,0,Units,,,2.5,,
POL,Poland,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q3-2020,Q3-2020,PC,Percentage,0,Units,,,2.5,,
POL,Poland,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q4-2019,Q4-2019,PC,Percentage,0,Units,,,1.9,,
POL,Poland,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q1-2020,Q1-2020,PC,Percentage,0,Units,,,2,,
POL,Poland,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q2-2020,Q2-2020,PC,Percentage,0,Units,,,1.2,,
POL,Poland,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q3-2020,Q3-2020,PC,Percentage,0,Units,,,1.5,,
PRT,Portugal,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q4-2019,Q4-2019,PC,Percentage,0,Units,,,65,,
PRT,Portugal,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q1-2020,Q1-2020,PC,Percentage,0,Units,,,64.2,,
PRT,Portugal,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q2-2020,Q2-2020,PC,Percentage,0,Units,,,62.5,,
PRT,Portugal,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q3-2020,Q3-2020,PC,Percentage,0,Units,,,61.8,,
PRT,Portugal,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q4-2019,Q4-2019,PC,Percentage,0,Units,,,53.4,,
PRT,Portugal,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q1-2020,Q1-2020,PC,Percentage,0,Units,,,53.2,,
PRT,Portugal,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q2-2020,Q2-2020,PC,Percentage,0,Units,,,53.4,,
PRT,Portugal,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q3-2020,Q3-2020,PC,Percentage,0,Units,,,57,,
PRT,Portugal,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q4-2019,Q4-2019,PC,Percentage,0,Units,,,6.5,,
PRT,Portugal,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q1-2020,Q1-2020,PC,Percentage,0,Units,,,6.6,,
PRT,Portugal,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q2-2020,Q2-2020,PC,Percentage,0,Units,,,5.5,,
PRT,Portugal,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q3-2020,Q3-2020,PC,Percentage,0,Units,,,8.3,,
PRT,Portugal,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q4-2019,Q4-2019,PC,Percentage,0,Units,,,7.1,,
PRT,Portugal,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q1-2020,Q1-2020,PC,Percentage,0,Units,,,6.9,,
PRT,Portugal,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q2-2020,Q2-2020,PC,Percentage,0,Units,,,3.8,,
PRT,Portugal,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q3-2020,Q3-2020,PC,Percentage,0,Units,,,5.2,,
SVK,Slovak Republic,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q4-2019,Q4-2019,PC,Percentage,0,Units,,,61.3,,
SVK,Slovak Republic,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q1-2020,Q1-2020,PC,Percentage,0,Units,,,60.3,,
SVK,Slovak Republic,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q2-2020,Q2-2020,PC,Percentage,0,Units,,,61.4,,
SVK,Slovak Republic,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q3-2020,Q3-2020,PC,Percentage,0,Units,,,62.1,,
SVK,Slovak Republic,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q4-2019,Q4-2019,PC,Percentage,0,Units,,,55.1,,
SVK,Slovak Republic,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q1-2020,Q1-2020,PC,Percentage,0,Units,,,53.9,,
SVK,Slovak Republic,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q2-2020,Q2-2020,PC,Percentage,0,Units,,,55.1,,
SVK,Slovak Republic,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q3-2020,Q3-2020,PC,Percentage,0,Units,,,56.1,,
SVK,Slovak Republic,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q4-2019,Q4-2019,PC,Percentage,0,Units,,,3.4,,
SVK,Slovak Republic,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q1-2020,Q1-2020,PC,Percentage,0,Units,,,4.1,,
SVK,Slovak Republic,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q2-2020,Q2-2020,PC,Percentage,0,Units,,,4.5,,
SVK,Slovak Republic,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q3-2020,Q3-2020,PC,Percentage,0,Units,,,4.5,,
SVK,Slovak Republic,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q4-2019,Q4-2019,PC,Percentage,0,Units,,,4.6,,
SVK,Slovak Republic,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q1-2020,Q1-2020,PC,Percentage,0,Units,,,5.7,,
SVK,Slovak Republic,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q2-2020,Q2-2020,PC,Percentage,0,Units,,,4.3,,
SVK,Slovak Republic,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q3-2020,Q3-2020,PC,Percentage,0,Units,,,5.3,,
ESP,Spain,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q4-2019,Q4-2019,PC,Percentage,0,Units,,,61.7,,
ESP,Spain,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q1-2020,Q1-2020,PC,Percentage,0,Units,,,62.4,,
ESP,Spain,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q2-2020,Q2-2020,PC,Percentage,0,Units,,,60.5,,
ESP,Spain,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q3-2020,Q3-2020,PC,Percentage,0,Units,,,61.9,,
ESP,Spain,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q4-2019,Q4-2019,PC,Percentage,0,Units,,,47.8,,
ESP,Spain,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q1-2020,Q1-2020,PC,Percentage,0,Units,,,48.4,,
ESP,Spain,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q2-2020,Q2-2020,PC,Percentage,0,Units,,,47,,
ESP,Spain,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q3-2020,Q3-2020,PC,Percentage,0,Units,,,48,,
ESP,Spain,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q4-2019,Q4-2019,PC,Percentage,0,Units,,,11.6,,
ESP,Spain,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q1-2020,Q1-2020,PC,Percentage,0,Units,,,11.2,,
ESP,Spain,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q2-2020,Q2-2020,PC,Percentage,0,Units,,,11.5,,
ESP,Spain,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q3-2020,Q3-2020,PC,Percentage,0,Units,,,11.6,,
ESP,Spain,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q4-2019,Q4-2019,PC,Percentage,0,Units,,,14.1,,
ESP,Spain,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q1-2020,Q1-2020,PC,Percentage,0,Units,,,14.1,,
ESP,Spain,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q2-2020,Q2-2020,PC,Percentage,0,Units,,,12.7,,
ESP,Spain,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q3-2020,Q3-2020,PC,Percentage,0,Units,,,13.7,,
SWE,Sweden,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q4-2019,Q4-2019,PC,Percentage,0,Units,,,78.7,,
SWE,Sweden,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q1-2020,Q1-2020,PC,Percentage,0,Units,,,79.7,,
SWE,Sweden,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q2-2020,Q2-2020,PC,Percentage,0,Units,,,79.4,,
SWE,Sweden,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q3-2020,Q3-2020,PC,Percentage,0,Units,,,80,,
SWE,Sweden,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q4-2019,Q4-2019,PC,Percentage,0,Units,,,75.8,,
SWE,Sweden,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q1-2020,Q1-2020,PC,Percentage,0,Units,,,74.2,,
SWE,Sweden,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q2-2020,Q2-2020,PC,Percentage,0,Units,,,74.9,,
SWE,Sweden,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q3-2020,Q3-2020,PC,Percentage,0,Units,,,75.7,,
SWE,Sweden,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q4-2019,Q4-2019,PC,Percentage,0,Units,,,5.6,,
SWE,Sweden,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q1-2020,Q1-2020,PC,Percentage,0,Units,,,5.7,,
SWE,Sweden,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q2-2020,Q2-2020,PC,Percentage,0,Units,,,6.4,,
SWE,Sweden,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q3-2020,Q3-2020,PC,Percentage,0,Units,,,7,,
SWE,Sweden,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q4-2019,Q4-2019,PC,Percentage,0,Units,,,4.1,,
SWE,Sweden,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q1-2020,Q1-2020,PC,Percentage,0,Units,,,4.6,,
SWE,Sweden,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q2-2020,Q2-2020,PC,Percentage,0,Units,,,4.5,,
SWE,Sweden,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q3-2020,Q3-2020,PC,Percentage,0,Units,,,5.8,,
CHE,Switzerland,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q4-2019,Q4-2019,PC,Percentage,0,Units,,,79.3,,
CHE,Switzerland,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q1-2020,Q1-2020,PC,Percentage,0,Units,,,79.4,,
CHE,Switzerland,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q2-2020,Q2-2020,PC,Percentage,0,Units,,,79.2,,
CHE,Switzerland,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q3-2020,Q3-2020,PC,Percentage,0,Units,,,78.5,,
CHE,Switzerland,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q4-2019,Q4-2019,PC,Percentage,0,Units,,,67.5,,
CHE,Switzerland,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q1-2020,Q1-2020,PC,Percentage,0,Units,,,67.3,,
CHE,Switzerland,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q2-2020,Q2-2020,PC,Percentage,0,Units,,,66.9,,
CHE,Switzerland,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q3-2020,Q3-2020,PC,Percentage,0,Units,,,68.2,,
CHE,Switzerland,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q4-2019,Q4-2019,PC,Percentage,0,Units,,,4.1,,
CHE,Switzerland,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q1-2020,Q1-2020,PC,Percentage,0,Units,,,4.4,,
CHE,Switzerland,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q2-2020,Q2-2020,PC,Percentage,0,Units,,,4.3,,
CHE,Switzerland,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q3-2020,Q3-2020,PC,Percentage,0,Units,,,5.3,,
CHE,Switzerland,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q4-2019,Q4-2019,PC,Percentage,0,Units,,,2.8,,
CHE,Switzerland,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q1-2020,Q1-2020,PC,Percentage,0,Units,,,3.4,,
CHE,Switzerland,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q2-2020,Q2-2020,PC,Percentage,0,Units,,,3.2,,
CHE,Switzerland,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q3-2020,Q3-2020,PC,Percentage,0,Units,,,2.6,,
TUR,Turkey,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q4-2019,Q4-2019,PC,Percentage,0,Units,,,47.9,,
TUR,Turkey,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q1-2020,Q1-2020,PC,Percentage,0,Units,,,47.1,,
TUR,Turkey,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q2-2020,Q2-2020,PC,Percentage,0,Units,,,44.9,,
TUR,Turkey,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q3-2020,Q3-2020,PC,Percentage,0,Units,,,45.9,,
TUR,Turkey,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q4-2019,Q4-2019,PC,Percentage,0,Units,,,18.4,,
TUR,Turkey,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q1-2020,Q1-2020,PC,Percentage,0,Units,,,17.5,,
TUR,Turkey,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q2-2020,Q2-2020,PC,Percentage,0,Units,,,16.8,,
TUR,Turkey,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q3-2020,Q3-2020,PC,Percentage,0,Units,,,16.5,,
TUR,Turkey,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q4-2019,Q4-2019,PC,Percentage,0,Units,,,9.1,,
TUR,Turkey,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q1-2020,Q1-2020,PC,Percentage,0,Units,,,8.6,,
TUR,Turkey,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q2-2020,Q2-2020,PC,Percentage,0,Units,,,8.6,,
TUR,Turkey,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q3-2020,Q3-2020,PC,Percentage,0,Units,,,8.3,,
TUR,Turkey,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q4-2019,Q4-2019,PC,Percentage,0,Units,,,3.9,,
TUR,Turkey,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q1-2020,Q1-2020,PC,Percentage,0,Units,,,3.8,,
TUR,Turkey,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q2-2020,Q2-2020,PC,Percentage,0,Units,,,2.9,,
TUR,Turkey,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q3-2020,Q3-2020,PC,Percentage,0,Units,,,4.5,,
GBR,United Kingdom,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q4-2019,Q4-2019,PC,Percentage,0,Units,,,71.7,,
GBR,United Kingdom,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q1-2020,Q1-2020,PC,Percentage,0,Units,,,70.9,,
GBR,United Kingdom,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q2-2020,Q2-2020,PC,Percentage,0,Units,,,70.8,,
GBR,United Kingdom,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q3-2020,Q3-2020,PC,Percentage,0,Units,,,69.9,,
GBR,United Kingdom,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q4-2019,Q4-2019,PC,Percentage,0,Units,,,61.8,,
GBR,United Kingdom,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q1-2020,Q1-2020,PC,Percentage,0,Units,,,61.6,,
GBR,United Kingdom,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q2-2020,Q2-2020,PC,Percentage,0,Units,,,61.4,,
GBR,United Kingdom,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q3-2020,Q3-2020,PC,Percentage,0,Units,,,61.2,,
GBR,United Kingdom,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q4-2019,Q4-2019,PC,Percentage,0,Units,,,2.8,,
GBR,United Kingdom,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q1-2020,Q1-2020,PC,Percentage,0,Units,,,3.5,,
GBR,United Kingdom,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q2-2020,Q2-2020,PC,Percentage,0,Units,,,3.3,,
GBR,United Kingdom,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q3-2020,Q3-2020,PC,Percentage,0,Units,,,4.9,,
GBR,United Kingdom,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q4-2019,Q4-2019,PC,Percentage,0,Units,,,2.7,,
GBR,United Kingdom,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q1-2020,Q1-2020,PC,Percentage,0,Units,,,2.8,,
GBR,United Kingdom,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q2-2020,Q2-2020,PC,Percentage,0,Units,,,2.1,,
GBR,United Kingdom,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q3-2020,Q3-2020,PC,Percentage,0,Units,,,2.8,,
USA,United States,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q1-2020,Q1-2020,PC,Percentage,0,Units,,,69.5,,
USA,United States,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q2-2020,Q2-2020,PC,Percentage,0,Units,,,63.5,,
USA,United States,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q3-2020,Q3-2020,PC,Percentage,0,Units,,,65.7,,
USA,United States,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q4-2020,Q4-2020,PC,Percentage,0,Units,,,66.1,,
USA,United States,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q1-2020,Q1-2020,PC,Percentage,0,Units,,,58,,
USA,United States,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q2-2020,Q2-2020,PC,Percentage,0,Units,,,51.1,,
USA,United States,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q3-2020,Q3-2020,PC,Percentage,0,Units,,,54.9,,
USA,United States,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q4-2020,Q4-2020,PC,Percentage,0,Units,,,55.3,,
USA,United States,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q1-2020,Q1-2020,PC,Percentage,0,Units,,,2.8,,
USA,United States,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q2-2020,Q2-2020,PC,Percentage,0,Units,,,10,,
USA,United States,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q3-2020,Q3-2020,PC,Percentage,0,Units,,,7.4,,
USA,United States,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q4-2020,Q4-2020,PC,Percentage,0,Units,,,5.9,,
USA,United States,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q1-2020,Q1-2020,PC,Percentage,0,Units,,,2.7,,
USA,United States,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q2-2020,Q2-2020,PC,Percentage,0,Units,,,12.8,,
USA,United States,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q3-2020,Q3-2020,PC,Percentage,0,Units,,,7.5,,
USA,United States,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q4-2020,Q4-2020,PC,Percentage,0,Units,,,5.8,,
